run_id,seed,profile,scenario,model,identity_continuity,lure_capture,recovery_latency_s,selection_switches
353_wheeled_robot_matched_adversarial_identity,353,wheeled_robot,matched_adversarial_identity,appearance_continuity_sanity,0.0,0.0,,2
354_drone_matched_adversarial_identity,354,drone,matched_adversarial_identity,generic_recurrent_filter,1.0,0.0,0.0,8
354_drone_matched_adversarial_identity,354,drone,matched_adversarial_identity,appearance_continuity_sanity,0.0,0.0,,2
354_ground_creature_matched_adversarial_identity,354,ground_creature,matched_adversarial_identity,generic_recurrent_filter,1.0,0.0,0.0,0
354_ground_creature_matched_adversarial_identity,354,ground_creature,matched_adversarial_identity,appearance_continuity_sanity,0.0,0.0,,2
354_virtual_avatar_matched_adversarial_identity,354,virtual_avatar,matched_adversarial_identity,generic_recurrent_filter,1.0,0.0,0.0,0
354_virtual_avatar_matched_adversarial_identity,354,virtual_avatar,matched_adversarial_identity,appearance_continuity_sanity,0.0,0.0,,2
354_wheeled_robot_matched_adversarial_identity,354,wheeled_robot,matched_adversarial_identity,generic_recurrent_filter,1.0,0.0,0.0,0
354_wheeled_robot_matched_adversarial_identity,354,wheeled_robot,matched_adversarial_identity,appearance_continuity_sanity,0.0,0.0,,2
355_drone_matched_adversarial_identity,355,drone,matched_adversarial_identity,generic_recurrent_filter,0.9861111111111112,0.013888888888888888,0.0,14
355_drone_matched_adversarial_identity,355,drone,matched_adversarial_identity,appearance_continuity_sanity,0.0,0.0,,2
355_ground_creature_matched_adversarial_identity,355,ground_creature,matched_adversarial_identity,generic_recurrent_filter,1.0,0.0,0.0,0
355_ground_creature_matched_adversarial_identity,355,ground_creature,matched_adversarial_identity,appearance_continuity_sanity,0.0,0.0,,2
355_virtual_avatar_matched_adversarial_identity,355,virtual_avatar,matched_adversarial_identity,generic_recurrent_filter,1.0,0.0,0.0,0
355_virtual_avatar_matched_adversarial_identity,355,virtual_avatar,matched_adversarial_identity,appearance_continuity_sanity,0.0,0.0,,2
355_wheeled_robot_matched_adversarial_identity,355,wheeled_robot,matched_adversarial_identity,generic_recurrent_filter,1.0,0.0,0.0,2
355_wheeled_robot_matched_adversarial_identity,355,wheeled_robot,matched_adversarial_identity,appearance_continuity_sanity,0.0,0.0,,2
356_drone_matched_adversarial_identity,356,drone,matched_adversarial_identity,generic_recurrent_filter,1.0,0.0,0.0,10
356_drone_matched_adversarial_identity,356,drone,matched_adversarial_identity,appearance_continuity_sanity,0.0,0.0,,2
356_ground_creature_matched_adversarial_identity,356,ground_creature,matched_adversarial_identity,generic_recurrent_filter,1.0,0.0,0.0,0
356_ground_creature_matched_adversarial_identity,356,ground_creature,matched_adversarial_identity,appearance_continuity_sanity,0.0,0.0,,2
356_virtual_avatar_matched_adversarial_identity,356,virtual_avatar,matched_adversarial_identity,generic_recurrent_filter,1.0,0.0,0.0,0
356_virtual_avatar_matched_adversarial_identity,356,virtual_avatar,matched_adversarial_identity,appearance_continuity_sanity,0.0,0.0,,2
356_wheeled_robot_matched_adversarial_identity,356,wheeled_robot,matched_adversarial_identity,generic_recurrent_filter,1.0,0.0,0.0,2
356_wheeled_robot_matched_adversarial_identity,356,wheeled_robot,matched_adversarial_identity,appearance_continuity_sanity,0.0,0.0,,2
357_drone_matched_adversarial_identity,357,drone,matched_adversarial_identity,generic_recurrent_filter,1.0,0.0,0.0,10
357_drone_matched_adversarial_identity,357,drone,matched_adversarial_identity,appearance_continuity_sanity,0.0,0.0,,2
357_ground_creature_matched_adversarial_identity,357,ground_creature,matched_adversarial_identity,generic_recurrent_filter,1.0,0.0,0.0,0
357_ground_creature_matched_adversarial_identity,357,ground_creature,matched_adversarial_identity,appearance_continuity_sanity,0.0,0.0,,2
357_virtual_avatar_matched_adversarial_identity,357,virtual_avatar,matched_adversarial_identity,generic_recurrent_filter,1.0,0.0,0.0,0
357_virtual_avatar_matched_adversarial_identity,357,virtual_avatar,matched_adversarial_identity,appearance_continuity_sanity,0.0,0.0,,2
357_wheeled_robot_matched_adversarial_identity,357,wheeled_robot,matched_adversarial_identity,generic_recurrent_filter,1.0,0.0,0.0,0
357_wheeled_robot_matched_adversarial_identity,357,wheeled_robot,matched_adversarial_identity,appearance_continuity_sanity,0.0,0.0,,2
358_drone_matched_adversarial_identity,358,drone,matched_adversarial_identity,generic_recurrent_filter,0.9722222222222222,0.027777777777777776,0.0,16
358_drone_matched_adversarial_identity,358,drone,matched_adversarial_identity,appearance_continuity_sanity,0.0,0.0,,2
