protocol_version,profile,condition,seed,schedule,training_transition_count,matched_change_point_events,sham_change_point_events,training_transition_retention,training_transition_lure_error,training_transition_recovery_latency,training_transition_identity_switches,stage_identity_chain_score,final_identity_retention,final_identity_recovered,final_identity_recovery_latency,final_old_signature_clone_capture,final_identity_switches,final_self_role_accuracy,final_self_posterior,final_clone_self_posterior,final_self_posterior_margin,final_identity_fragmentation,whole_run_self_fragmentation,initial_identity_retained_at_end,self_role_accuracy_all_stages,identity_continuity_score_v2,identity_continuity_score_legacy
7.0-p2,wheeled_robot,progressive_no_persistent_self,264,0-1-2-3,3,4,0,0.0,1.0,4.2,0.0,0.0,0.0,0.0,7.2,1.0,0,1.0,0.95336160739131,0.620107272112,0.33325433527932,1,3,0.0,0.98809523809524,0.25999052023352,0.0
7.0-p2,drone,progressive_persistent,264,0-1-2-3,3,4,0,0.61904761904762,0.26666666666667,1.86666666666667,3.66666666666667,1.0,1.0,1.0,0.0,0.0,0,1.0,0.96128387217849,0.61284053336612,0.34844333881238,1,3,1.0,0.99404761904762,0.92181320065749,1.0
7.0-p2,drone,final_from_start,264,3-3-3-3,3,4,3,0.61904761904762,0.26666666666667,1.86666666666667,3.66666666666667,1.0,1.0,1.0,0.0,0.0,0,1.0,0.96104795385632,0.61350520051223,0.34754275334409,1,3,1.0,0.98809523809524,0.92170513040129,1.0
7.0-p2,drone,reverse_curriculum,264,2-1-0-3,3,4,0,0.61904761904762,0.26666666666667,1.86666666666667,3.66666666666667,1.0,1.0,1.0,0.0,0.0,0,1.0,0.96104900892744,0.61350674147254,0.3475422674549,1,3,1.0,0.99404761904762,0.92170507209459,1.0
7.0-p2,drone,random_curriculum,264,0-2-1-3,3,4,0,0.61904761904762,0.26666666666667,1.86666666666667,3.66666666666667,1.0,1.0,1.0,0.0,0.0,0,1.0,0.96123128981051,0.61331967839893,0.34791161141158,1,3,1.0,0.99404761904762,0.92174939336939,1.0
7.0-p2,drone,progressive_history_reset,264,0-1-2-3,3,4,0,0.0,0.0,4.2,0.0,0.0,0.88888888888889,1.0,0.8,0.16666666666667,1,0.98611111111111,0.91805279262561,0.60508956521125,0.31296322741436,2,5,0.0,0.98214285714286,0.7892502875151,0.8406471010466
7.0-p2,drone,progressive_no_persistent_self,264,0-1-2-3,3,4,0,0.0,1.0,4.2,0.0,0.0,0.0,0.0,7.2,1.0,0,0.98611111111111,0.90843240769269,0.61915748530247,0.28927492239022,1,3,0.0,0.99404761904762,0.25471299068683,0.0
7.0-p2,virtual_avatar,progressive_persistent,264,0-1-2-3,3,4,0,0.68253968253968,0.13333333333333,1.6,3.33333333333333,1.0,0.88888888888889,1.0,0.8,0.16666666666667,1,1.0,0.95546006267417,0.61750171301004,0.33795834966413,2,3,1.0,0.99404761904762,0.79224970218507,0.8406471010466
7.0-p2,virtual_avatar,final_from_start,264,3-3-3-3,3,4,3,0.68253968253968,0.13333333333333,1.6,3.33333333333333,1.0,0.88888888888889,1.0,0.8,0.16666666666667,1,1.0,0.9554490215835,0.61719633547546,0.33825268610804,2,3,1.0,0.99404761904762,0.79228502255834,0.8406471010466
7.0-p2,virtual_avatar,reverse_curriculum,264,2-1-0-3,3,4,0,0.68253968253968,0.13333333333333,1.6,3.33333333333333,1.0,0.88888888888889,1.0,0.8,0.16666666666667,1,1.0,0.95539013942614,0.61755731170523,0.33783282772091,2,3,1.0,0.99404761904762,0.79223463955189,0.8406471010466
7.0-p2,virtual_avatar,random_curriculum,264,0-2-1-3,3,4,0,0.68253968253968,0.13333333333333,1.6,3.33333333333333,1.0,0.88888888888889,1.0,0.8,0.16666666666667,1,1.0,0.95525225201437,0.6177115051345,0.33754074687987,2,3,1.0,0.99404761904762,0.79219958985096,0.8406471010466
7.0-p2,virtual_avatar,progressive_history_reset,264,0-1-2-3,3,4,0,0.0,0.0,4.2,0.0,0.0,0.88888888888889,1.0,0.8,0.16666666666667,1,1.0,0.95383710009407,0.61666962611666,0.33716747397741,2,5,0.0,0.98214285714286,0.79215479710267,0.8406471010466
7.0-p2,virtual_avatar,progressive_no_persistent_self,264,0-1-2-3,3,4,0,0.0,1.0,4.2,0.0,0.0,0.0,0.0,7.2,1.0,0,1.0,0.95399577202759,0.62150330503912,0.33249246698847,1,3,0.0,0.98809523809524,0.25989909603862,0.0
7.0-p2,ground_creature,progressive_persistent,265,0-1-2-3,3,4,0,0.71428571428571,0.4,1.33333333333333,2.33333333333333,1.0,0.19444444444444,0.0,7.2,0.0,14,1.0,0.9418707175739,0.61352810758156,0.32834260999234,2,4,0.0,0.98809523809524,0.49585944653241,0.34722222222222
7.0-p2,ground_creature,final_from_start,265,3-3-3-3,3,4,3,0.71428571428571,0.4,1.33333333333333,2.33333333333333,1.0,0.19444444444444,0.0,7.2,0.0,14,1.0,0.94174319080148,0.61320157634596,0.32854161445552,2,4,0.0,0.98809523809524,0.495883327068,0.34722222222222
7.0-p2,ground_creature,reverse_curriculum,265,2-1-0-3,3,4,0,0.71428571428571,0.4,1.33333333333333,2.33333333333333,1.0,0.19444444444444,0.0,7.2,0.0,14,1.0,0.94202491986503,0.61328145229546,0.32874346756956,2,4,0.0,0.98809523809524,0.49590754944168,0.34722222222222
7.0-p2,ground_creature,random_curriculum,265,0-2-1-3,3,4,0,0.77777777777778,0.26666666666667,1.06666666666667,2.0,1.0,0.19444444444444,0.0,7.2,0.0,14,1.0,0.94231807888915,0.61320785878076,0.32911022010839,2,4,0.0,0.99404761904762,0.49595155974634,0.34722222222222
7.0-p2,ground_creature,progressive_history_reset,265,0-1-2-3,3,4,0,0.0,0.0,4.2,0.0,0.0,0.88888888888889,1.0,0.8,0.16666666666667,1,1.0,0.95426449874387,0.61653429606113,0.33773020268275,2,5,0.0,0.98214285714286,0.79222232454731,0.8406471010466
7.0-p2,ground_creature,progressive_no_persistent_self,265,0-1-2-3,3,4,0,0.0,1.0,4.2,0.0,0.0,0.0,0.0,7.2,1.0,0,1.0,0.95381441670594,0.62104795599488,0.33276646071106,1,3,0.0,0.98809523809524,0.25993197528533,0.0
7.0-p2,wheeled_robot,progressive_persistent,265,0-1-2-3,3,4,0,0.61904761904762,0.26666666666667,1.86666666666667,3.66666666666667,1.0,0.19444444444444,0.0,7.2,0.0,14,0.98611111111111,0.90220933233962,0.61311250157512,0.2890968307645,2,4,0.0,0.99404761904762,0.49114995302507,0.34722222222222
7.0-p2,wheeled_robot,final_from_start,265,3-3-3-3,3,4,3,0.61904761904762,0.26666666666667,1.86666666666667,3.66666666666667,1.0,0.19444444444444,0.0,7.2,0.0,14,0.98611111111111,0.90152012660574,0.61309988838072,0.28842023822502,2,4,0.0,0.99404761904762,0.49106876192034,0.34722222222222
7.0-p2,wheeled_robot,reverse_curriculum,265,2-1-0-3,3,4,0,0.61904761904762,0.26666666666667,1.86666666666667,3.66666666666667,1.0,0.19444444444444,0.0,7.2,0.0,14,0.98611111111111,0.90230366636318,0.61336529138268,0.2889383749805,2,4,0.0,0.99404761904762,0.49113093833099,0.34722222222222
7.0-p2,wheeled_robot,random_curriculum,265,0-2-1-3,3,4,0,0.61904761904762,0.26666666666667,1.86666666666667,3.66666666666667,1.0,0.19444444444444,0.0,7.2,0.0,14,0.98611111111111,0.90180877162587,0.61316403096045,0.28864474066542,2,4,0.0,0.99404761904762,0.49109570221318,0.34722222222222
7.0-p2,wheeled_robot,progressive_history_reset,265,0-1-2-3,3,4,0,0.0,0.0,4.2,0.0,0.0,0.19444444444444,0.0,7.2,0.16666666666667,14,0.98611111111111,0.89996523498824,0.61327752453499,0.28668771045324,2,5,0.0,0.98214285714286,0.45752752525439,0.30555555555556
7.0-p2,wheeled_robot,progressive_no_persistent_self,265,0-1-2-3,3,4,0,0.0,1.0,4.2,0.0,0.0,0.0,0.0,7.2,1.0,0,0.98611111111111,0.90929487580464,0.62069115908968,0.28860371671497,1,3,0.0,0.99404761904762,0.2546324460058,0.0
7.0-p2,drone,progressive_persistent,265,0-1-2-3,3,4,0,0.61904761904762,0.26666666666667,1.86666666666667,3.66666666666667,1.0,0.19444444444444,0.0,7.2,0.0,14,1.0,0.94778805512179,0.61355345994684,0.33423459517494,2,3,0.0,0.99404761904762,0.49656648475433,0.34722222222222
7.0-p2,drone,final_from_start,265,3-3-3-3,3,4,3,0.61904761904762,0.26666666666667,1.86666666666667,3.66666666666667,1.0,0.19444444444444,0.0,7.2,0.0,14,1.0,0.94704390705312,0.61325657187294,0.33378733518018,2,3,0.0,0.98809523809524,0.49651281355496,0.34722222222222
7.0-p2,drone,reverse_curriculum,265,2-1-0-3,3,4,0,0.68253968253968,0.13333333333333,1.6,3.33333333333333,1.0,0.19444444444444,0.0,7.2,0.0,14,1.0,0.94712410757933,0.61347555075172,0.33364855682761,2,3,0.0,1.0,0.49649616015265,0.34722222222222
7.0-p2,drone,random_curriculum,265,0-2-1-3,3,4,0,0.61904761904762,0.26666666666667,1.86666666666667,3.66666666666667,1.0,0.19444444444444,0.0,7.2,0.0,14,1.0,0.94756556626044,0.61329828710157,0.33426727915886,2,3,0.0,0.99404761904762,0.4965704068324,0.34722222222222
7.0-p2,drone,progressive_history_reset,265,0-1-2-3,3,4,0,0.0,0.0,4.2,0.0,0.0,0.88888888888889,1.0,0.8,0.16666666666667,1,1.0,0.95287331506321,0.61560325698874,0.33727005807448,2,5,0.0,0.98214285714286,0.79216710719432,0.8406471010466
7.0-p2,drone,progressive_no_persistent_self,265,0-1-2-3,3,4,0,0.0,1.0,4.2,0.0,0.0,0.0,0.0,7.2,1.0,0,1.0,0.95343244956555,0.61901324333631,0.33441920622924,1,2,1.0,0.99404761904762,0.26013030474751,0.0
7.0-p2,virtual_avatar,progressive_persistent,265,0-1-2-3,3,4,0,0.68253968253968,0.13333333333333,1.6,3.33333333333333,1.0,0.88888888888889,1.0,0.8,0.16666666666667,1,1.0,0.95569148505753,0.61771981755348,0.33797166750405,2,3,1.0,0.99404761904762,0.79225130032586,0.8406471010466
7.0-p2,virtual_avatar,final_from_start,265,3-3-3-3,3,4,3,0.68253968253968,0.13333333333333,1.6,3.33333333333333,1.0,0.88888888888889,1.0,0.8,0.16666666666667,1,1.0,0.95567246457857,0.61719808399848,0.33847438058009,2,3,1.0,0.99404761904762,0.79231162589499,0.8406471010466
7.0-p2,virtual_avatar,reverse_curriculum,265,2-1-0-3,3,4,0,0.68253968253968,0.13333333333333,1.6,3.33333333333333,1.0,0.88888888888889,1.0,0.8,0.16666666666667,1,1.0,0.95560640077107,0.61718806170009,0.33841833907098,2,3,1.0,0.99404761904762,0.7923049009139,0.8406471010466
7.0-p2,virtual_avatar,random_curriculum,265,0-2-1-3,3,4,0,0.68253968253968,0.13333333333333,1.6,3.33333333333333,1.0,0.88888888888889,1.0,0.8,0.16666666666667,1,1.0,0.95554630100707,0.61702243787752,0.33852386312955,2,3,1.0,0.99404761904762,0.79231756380093,0.8406471010466
7.0-p2,virtual_avatar,progressive_history_reset,265,0-1-2-3,3,4,0,0.0,0.0,4.2,0.0,0.0,0.88888888888889,1.0,0.8,0.16666666666667,1,1.0,0.95407781198572,0.61671033927568,0.33736747271004,2,5,0.0,0.98214285714286,0.79217879695058,0.8406471010466
7.0-p2,virtual_avatar,progressive_no_persistent_self,265,0-1-2-3,3,4,0,0.0,1.0,4.2,0.0,0.0,0.0,0.0,7.2,1.0,0,1.0,0.95354860241457,0.62152938972207,0.33201921269249,1,3,1.0,0.98809523809524,0.2598423055231,0.0
7.0-p2,ground_creature,progressive_persistent,266,0-1-2-3,3,4,0,0.71428571428571,0.4,1.33333333333333,2.33333333333333,1.0,0.19444444444444,0.0,7.2,0.16666666666667,14,1.0,0.95027627495671,0.5673245727918,0.38295170216491,2,3,0.0,0.98809523809524,0.46907920425979,0.30555555555556
7.0-p2,ground_creature,final_from_start,266,3-3-3-3,3,4,3,0.71428571428571,0.4,1.33333333333333,2.33333333333333,1.0,0.19444444444444,0.0,7.2,0.16666666666667,14,1.0,0.95025342975401,0.56775767827464,0.38249575147937,2,3,0.0,0.98809523809524,0.46902449017752,0.30555555555556
7.0-p2,ground_creature,reverse_curriculum,266,2-1-0-3,3,4,0,0.77777777777778,0.26666666666667,1.06666666666667,2.0,1.0,0.19444444444444,0.0,7.2,0.16666666666667,14,1.0,0.9500264766353,0.56733787102146,0.38268860561383,2,3,0.0,0.99404761904762,0.46904763267366,0.30555555555556
7.0-p2,ground_creature,random_curriculum,266,0-2-1-3,3,4,0,0.71428571428571,0.4,1.33333333333333,2.33333333333333,1.0,0.19444444444444,0.0,7.2,0.16666666666667,14,1.0,0.95036273448097,0.5675956752909,0.38276705919007,2,3,0.0,0.98809523809524,0.46905704710281,0.30555555555556
7.0-p2,ground_creature,progressive_history_reset,266,0-1-2-3,3,4,0,0.0,0.0,4.2,0.0,0.0,0.19444444444444,0.0,7.2,0.16666666666667,14,0.98611111111111,0.90011588869348,0.56659902431996,0.33351686437352,2,5,0.0,0.98214285714286,0.46314702372482,0.30555555555556
7.0-p2,ground_creature,progressive_no_persistent_self,266,0-1-2-3,3,4,0,0.0,1.0,4.2,0.0,0.0,0.0,0.0,7.2,1.0,0,0.98611111111111,0.90885870371321,0.62099443844051,0.28786426527269,1,4,0.0,0.98809523809524,0.25454371183272,0.0
7.0-p2,wheeled_robot,progressive_persistent,266,0-1-2-3,3,4,0,0.61904761904762,0.26666666666667,1.86666666666667,3.66666666666667,1.0,0.88888888888889,1.0,0.8,0.16666666666667,1,1.0,0.95822998949398,0.61931988989149,0.33891009960249,2,3,1.0,0.99404761904762,0.79236391217768,0.8406471010466
7.0-p2,wheeled_robot,final_from_start,266,3-3-3-3,3,4,3,0.61904761904762,0.26666666666667,1.86666666666667,3.66666666666667,1.0,0.88888888888889,1.0,0.8,0.16666666666667,1,1.0,0.95820316594667,0.61891075734011,0.33929240860655,2,3,1.0,0.98809523809524,0.79240978925817,0.8406471010466
7.0-p2,wheeled_robot,reverse_curriculum,266,2-1-0-3,3,4,0,0.61904761904762,0.26666666666667,1.86666666666667,3.66666666666667,1.0,0.88888888888889,1.0,0.8,0.16666666666667,1,1.0,0.95785464500502,0.61878677915377,0.33906786585125,2,3,1.0,0.99404761904762,0.79238284412753,0.8406471010466
7.0-p2,wheeled_robot,random_curriculum,266,0-2-1-3,3,4,0,0.61904761904762,0.26666666666667,1.86666666666667,3.66666666666667,1.0,0.88888888888889,1.0,0.8,0.16666666666667,1,1.0,0.95794618258534,0.61934968667072,0.33859649591462,2,3,1.0,0.99404761904762,0.79232627973513,0.8406471010466
7.0-p2,wheeled_robot,progressive_history_reset,266,0-1-2-3,3,4,0,0.0,0.0,4.2,0.0,0.0,0.88888888888889,1.0,0.8,0.16666666666667,1,1.0,0.95317618107451,0.61597162051712,0.33720456055739,2,5,0.0,0.98214285714286,0.79215924749227,0.8406471010466
7.0-p2,wheeled_robot,progressive_no_persistent_self,266,0-1-2-3,3,4,0,0.0,1.0,4.2,0.0,0.0,0.0,0.0,7.2,1.0,0,1.0,0.95378420965344,0.62069710179136,0.33308710786208,1,2,1.0,0.99404761904762,0.25997045294345,0.0
7.0-p2,drone,progressive_persistent,266,0-1-2-3,3,4,0,0.61904761904762,0.26666666666667,1.86666666666667,3.66666666666667,1.0,0.88888888888889,1.0,0.8,0.16666666666667,1,1.0,0.9578035382246,0.61782291433303,0.33998062389157,2,3,1.0,0.99404761904762,0.79249237509237,0.8406471010466
7.0-p2,drone,final_from_start,266,3-3-3-3,3,4,3,0.61904761904762,0.26666666666667,1.86666666666667,3.66666666666667,1.0,0.88888888888889,1.0,0.8,0.16666666666667,1,1.0,0.95793190749819,0.61846199170956,0.33946991578863,2,3,1.0,0.98809523809524,0.79243109012002,0.8406471010466
7.0-p2,drone,reverse_curriculum,266,2-1-0-3,3,4,0,0.61904761904762,0.26666666666667,1.86666666666667,3.66666666666667,1.0,0.88888888888889,1.0,0.8,0.16666666666667,1,1.0,0.95753894881382,0.61811745614889,0.33942149266493,2,3,1.0,0.98809523809524,0.79242527934517,0.8406471010466
7.0-p2,drone,random_curriculum,266,0-2-1-3,3,4,0,0.61904761904762,0.26666666666667,1.86666666666667,3.66666666666667,1.0,0.88888888888889,1.0,0.8,0.16666666666667,1,1.0,0.95717652922145,0.61787084411662,0.33930568510483,2,3,1.0,0.99404761904762,0.79241138243796,0.8406471010466
7.0-p2,drone,progressive_history_reset,266,0-1-2-3,3,4,0,0.0,0.0,4.2,0.0,0.0,0.88888888888889,1.0,0.8,0.16666666666667,1,1.0,0.95356771170724,0.61549563228073,0.33807207942651,2,5,0.0,0.98214285714286,0.79226334975656,0.8406471010466
7.0-p2,drone,progressive_no_persistent_self,266,0-1-2-3,3,4,0,0.0,1.0,4.2,0.0,0.0,0.0,0.0,7.2,1.0,0,1.0,0.95368585238628,0.6194546807459,0.33423117164038,1,2,1.0,0.99404761904762,0.26010774059685,0.0
7.0-p2,virtual_avatar,progressive_persistent,266,0-1-2-3,3,4,0,0.68253968253968,0.13333333333333,1.6,3.33333333333333,1.0,0.88888888888889,1.0,0.8,0.16666666666667,1,1.0,0.95517111000514,0.61785625263503,0.33731485737011,2,3,1.0,0.99404761904762,0.79217248310979,0.8406471010466
7.0-p2,virtual_avatar,final_from_start,266,3-3-3-3,3,4,3,0.68253968253968,0.13333333333333,1.6,3.33333333333333,1.0,0.88888888888889,1.0,0.8,0.16666666666667,1,1.0,0.95552988266752,0.61762684674509,0.33790303592243,2,3,1.0,0.99404761904762,0.79224306453607,0.8406471010466
7.0-p2,virtual_avatar,reverse_curriculum,266,2-1-0-3,3,4,0,0.52380952380952,0.13333333333333,2.4,5.0,1.0,0.88888888888889,1.0,0.8,0.16666666666667,1,1.0,0.95771932343307,0.6192616145878,0.33845770884527,2,4,1.0,0.98809523809524,0.79230962528681,0.8406471010466
7.0-p2,virtual_avatar,random_curriculum,266,0-2-1-3,3,4,0,0.68253968253968,0.13333333333333,1.6,3.33333333333333,1.0,0.88888888888889,1.0,0.8,0.16666666666667,1,1.0,0.95551314338881,0.61782422917242,0.33768891421639,2,3,1.0,0.99404761904762,0.79221736993135,0.8406471010466
7.0-p2,virtual_avatar,progressive_history_reset,266,0-1-2-3,3,4,0,0.0,0.0,4.2,0.0,0.0,0.88888888888889,1.0,0.8,0.16666666666667,1,1.0,0.95411855498007,0.61637155991103,0.33774699506903,2,5,0.0,0.98214285714286,0.79222433963366,0.8406471010466
7.0-p2,virtual_avatar,progressive_no_persistent_self,266,0-1-2-3,3,4,0,0.0,1.0,4.2,0.0,0.0,0.0,0.0,7.2,1.0,0,1.0,0.95407948922754,0.62189621928768,0.33218326993986,1,3,1.0,0.98809523809524,0.25986199239278,0.0
7.0-p2,ground_creature,progressive_persistent,267,0-1-2-3,3,4,0,0.71428571428571,0.4,1.33333333333333,2.33333333333333,1.0,0.75,1.0,0.0,0.0,5,1.0,0.95736537295638,0.61346010323324,0.34390526972315,2,3,0.0,0.98809523809524,0.82439363236678,0.875
7.0-p2,ground_creature,final_from_start,267,3-3-3-3,3,4,3,0.71428571428571,0.4,1.33333333333333,2.33333333333333,1.0,0.75,1.0,0.0,0.0,5,1.0,0.95720279333887,0.61368179989714,0.34352099344173,2,3,0.0,0.98809523809524,0.82434751921301,0.875
7.0-p2,ground_creature,reverse_curriculum,267,2-1-0-3,3,4,0,0.71428571428571,0.4,1.33333333333333,2.33333333333333,1.0,0.75,1.0,0.0,0.0,5,1.0,0.95763432111365,0.61223439607304,0.34539992504061,2,4,0.0,0.98214285714286,0.82457299100487,0.875
7.0-p2,ground_creature,random_curriculum,267,2-1-0-3,3,4,0,0.71428571428571,0.4,1.33333333333333,2.33333333333333,1.0,0.75,1.0,0.0,0.0,5,1.0,0.95700134126621,0.61170440010814,0.34529694115807,2,4,0.0,0.98214285714286,0.82456063293897,0.875
7.0-p2,ground_creature,progressive_history_reset,267,0-1-2-3,3,4,0,0.0,0.0,4.2,0.0,0.0,0.75,1.0,0.0,0.0,5,1.0,0.9572989852282,0.60528636862663,0.35201261660157,2,5,0.0,0.98214285714286,0.82536651399219,0.875
7.0-p2,ground_creature,progressive_no_persistent_self,267,0-1-2-3,3,4,0,0.0,1.0,4.2,0.0,0.0,0.0,0.0,7.2,1.0,0,0.98611111111111,0.9097084833439,0.6220553928723,0.2876530904716,1,4,0.0,0.98809523809524,0.25451837085659,0.0
7.0-p2,wheeled_robot,progressive_persistent,267,0-1-2-3,3,4,0,0.61904761904762,0.26666666666667,1.86666666666667,3.66666666666667,1.0,0.75,1.0,0.0,0.0,5,1.0,0.95735451144535,0.61349281011855,0.3438617013268,2,3,0.0,0.99404761904762,0.82438840415922,0.875
7.0-p2,wheeled_robot,final_from_start,267,3-3-3-3,3,4,3,0.61904761904762,0.26666666666667,1.86666666666667,3.66666666666667,1.0,0.75,1.0,0.0,0.0,5,1.0,0.95694570969008,0.61375329238632,0.34319241730376,2,3,0.0,0.98809523809524,0.82430809007645,0.875
7.0-p2,wheeled_robot,reverse_curriculum,267,2-1-0-3,3,4,0,0.61904761904762,0.26666666666667,1.86666666666667,3.66666666666667,1.0,0.75,1.0,0.0,0.0,5,1.0,0.95666861969902,0.6137580236267,0.34291059607233,2,3,0.0,0.99404761904762,0.82427427152868,0.875
7.0-p2,wheeled_robot,random_curriculum,267,2-1-0-3,3,4,0,0.61904761904762,0.26666666666667,1.86666666666667,3.66666666666667,1.0,0.75,1.0,0.0,0.0,5,1.0,0.95688547902792,0.61339421977625,0.34349125925167,2,3,0.0,0.99404761904762,0.8243439511102,0.875
7.0-p2,wheeled_robot,progressive_history_reset,267,0-1-2-3,3,4,0,0.0,0.0,4.2,0.0,0.0,0.75,1.0,0.0,0.0,5,1.0,0.95638251481557,0.6055876926972,0.35079482211837,2,5,0.0,0.98214285714286,0.8252203786542,0.875
7.0-p2,wheeled_robot,progressive_no_persistent_self,267,0-1-2-3,3,4,0,0.0,1.0,4.2,0.0,0.0,1.0,1.0,0.0,0.0,0,1.0,0.96146525282927,0.60909491363202,0.35237033919725,1,2,0.0,0.99404761904762,0.92228444070367,1.0
7.0-p2,drone,progressive_persistent,267,0-1-2-3,3,4,0,0.68253968253968,0.13333333333333,1.6,3.33333333333333,1.0,0.75,1.0,0.0,0.0,5,1.0,0.9559519423185,0.6079435807242,0.34800836159429,2,3,0.0,0.99404761904762,0.82488600339132,0.875
7.0-p2,drone,final_from_start,267,3-3-3-3,3,4,3,0.68253968253968,0.13333333333333,1.6,3.33333333333333,1.0,0.75,1.0,0.0,0.0,5,1.0,0.95580829220497,0.60806124999985,0.34774704220512,2,3,0.0,0.98809523809524,0.82485464506461,0.875
7.0-p2,drone,reverse_curriculum,267,2-1-0-3,3,4,0,0.52380952380952,0.13333333333333,2.4,5.0,1.0,0.75,1.0,0.0,0.0,5,1.0,0.95616238265872,0.61191307819901,0.34424930445971,2,4,0.0,0.98214285714286,0.82443491653516,0.875
7.0-p2,drone,random_curriculum,267,2-1-0-3,3,4,0,0.68253968253968,0.13333333333333,1.6,3.33333333333333,1.0,0.75,1.0,0.0,0.0,5,1.0,0.95548965577027,0.60800617084684,0.34748348492344,2,3,0.0,0.99404761904762,0.82482301819081,0.875
7.0-p2,drone,progressive_history_reset,267,0-1-2-3,3,4,0,0.0,0.0,4.2,0.0,0.0,0.75,1.0,0.0,0.0,5,1.0,0.9555253226353,0.60548926678675,0.35003605584855,2,5,0.0,0.98214285714286,0.82512932670183,0.875
7.0-p2,drone,progressive_no_persistent_self,267,0-1-2-3,3,4,0,0.0,1.0,4.2,0.0,0.0,1.0,1.0,0.0,0.0,0,1.0,0.96032936673947,0.60876205408086,0.35156731265861,1,3,0.0,0.98809523809524,0.92218807751903,1.0
7.0-p2,virtual_avatar,progressive_persistent,267,0-1-2-3,3,4,0,0.52380952380952,0.26666666666667,2.4,5.0,1.0,0.19444444444444,0.0,7.2,0.0,14,0.98611111111111,0.90262875162859,0.6142748193582,0.28835393227039,2,4,0.0,0.99404761904762,0.49106080520578,0.34722222222222
7.0-p2,virtual_avatar,final_from_start,267,3-3-3-3,3,4,3,0.52380952380952,0.26666666666667,2.4,5.0,1.0,0.19444444444444,0.0,7.2,0.0,14,0.98611111111111,0.90196093580788,0.61406801525957,0.28789292054831,2,4,0.0,0.99404761904762,0.49100548379913,0.34722222222222
7.0-p2,virtual_avatar,reverse_curriculum,267,2-1-0-3,3,4,0,0.52380952380952,0.26666666666667,2.4,5.0,1.0,0.19444444444444,0.0,7.2,0.0,14,0.98611111111111,0.90272843175742,0.61370673576849,0.28902169598893,2,4,0.0,0.99404761904762,0.49114093685201,0.34722222222222
7.0-p2,virtual_avatar,random_curriculum,267,2-1-0-3,3,4,0,0.52380952380952,0.26666666666667,2.4,5.0,1.0,0.19444444444444,0.0,7.2,0.0,14,0.98611111111111,0.9016776900652,0.61407793366955,0.28759975639565,2,4,0.0,0.99404761904762,0.49097030410081,0.34722222222222
7.0-p2,virtual_avatar,progressive_history_reset,267,0-1-2-3,3,4,0,0.0,0.0,4.2,0.0,0.0,0.19444444444444,0.0,7.2,0.16666666666667,14,1.0,0.94350704792973,0.56713542152911,0.37637162640062,2,5,0.0,0.98214285714286,0.46828959516807,0.30555555555556
7.0-p2,virtual_avatar,progressive_no_persistent_self,267,0-1-2-3,3,4,0,0.0,1.0,4.2,0.0,0.0,0.0,0.0,7.2,1.0,0,1.0,0.95407595963226,0.62175032518917,0.33232563444309,1,3,0.0,0.98809523809524,0.25987907613317,0.0
7.0-p2,ground_creature,progressive_persistent,268,0-1-2-3,3,4,0,0.61904761904762,0.26666666666667,1.86666666666667,3.66666666666667,1.0,0.88888888888889,1.0,0.8,0.16666666666667,1,1.0,0.9582582497414,0.61934223749098,0.33891601225042,2,3,1.0,0.99404761904762,0.79236462169543,0.8406471010466
7.0-p2,ground_creature,final_from_start,268,3-3-3-3,3,4,3,0.61904761904762,0.26666666666667,1.86666666666667,3.66666666666667,1.0,0.88888888888889,1.0,0.8,0.16666666666667,1,1.0,0.95815606751636,0.6195931493623,0.33856291815406,2,3,1.0,0.99404761904762,0.79232225040387,0.8406471010466
7.0-p2,ground_creature,reverse_curriculum,268,2-1-0-3,3,4,0,0.61904761904762,0.26666666666667,1.86666666666667,3.66666666666667,1.0,0.88888888888889,1.0,0.8,0.16666666666667,1,1.0,0.95813863197612,0.61930270061124,0.33883593136488,2,3,1.0,0.99404761904762,0.79235501198916,0.8406471010466
7.0-p2,ground_creature,random_curriculum,268,1-2-0-3,3,4,0,0.61904761904762,0.26666666666667,1.86666666666667,3.66666666666667,1.0,0.88888888888889,1.0,0.8,0.16666666666667,1,1.0,0.9581365828267,0.61928209643967,0.33885448638702,2,3,1.0,0.99404761904762,0.79235723859182,0.8406471010466
7.0-p2,ground_creature,progressive_history_reset,268,0-1-2-3,3,4,0,0.0,0.0,4.2,0.0,0.0,0.88888888888889,1.0,0.8,0.16666666666667,1,1.0,0.95377899231644,0.61611701618391,0.33766197613253,2,5,0.0,0.98214285714286,0.79221413736128,0.8406471010466
7.0-p2,ground_creature,progressive_no_persistent_self,268,0-1-2-3,3,4,0,0.0,1.0,4.2,0.0,0.0,0.0,0.0,7.2,1.0,0,1.0,0.95384704524067,0.62122628347045,0.33262076177021,1,2,1.0,0.99404761904762,0.25991449141243,0.0
7.0-p2,wheeled_robot,progressive_persistent,268,0-1-2-3,3,4,0,0.77777777777778,0.26666666666667,1.06666666666667,2.0,1.0,0.88888888888889,1.0,0.8,0.16666666666667,1,1.0,0.95090779289748,0.61518836196761,0.33571943092987,2,3,1.0,0.99404761904762,0.79198103193696,0.8406471010466
