protocol_version,profile,condition,seed,schedule,training_transition_count,matched_change_point_events,sham_change_point_events,training_transition_retention,training_transition_lure_error,training_transition_recovery_latency,training_transition_identity_switches,stage_identity_chain_score,final_identity_retention,final_identity_recovered,final_identity_recovery_latency,final_old_signature_clone_capture,final_identity_switches,final_self_role_accuracy,final_self_posterior,final_clone_self_posterior,final_self_posterior_margin,final_identity_fragmentation,whole_run_self_fragmentation,initial_identity_retained_at_end,self_role_accuracy_all_stages,identity_continuity_score_v2,identity_continuity_score_legacy,confirmatory_release,phase
7.0-p2,ground_creature,progressive_history_reset,282,0-1-2-3,3,4,0,0.0,0.0,4.2,0.0,0.0,0.88888888888889,1.0,0.8,0.16666666666667,1,1.0,0.95469890293502,0.61760026792699,0.33709863500803,2,5,0.0,0.98214285714286,0.79214653642634,0.8406471010466,7.0-r1,heldout
7.0-p2,wheeled_robot,progressive_persistent,282,0-1-2-3,3,4,0,0.68253968253968,0.13333333333333,1.6,3.33333333333333,1.0,0.88888888888889,1.0,0.8,0.16666666666667,1,1.0,0.95590605319712,0.61796112061439,0.33794493258273,2,3,1.0,0.99404761904762,0.79224809213531,0.8406471010466,7.0-r1,heldout
7.0-p2,wheeled_robot,progressive_no_persistent_self,282,0-1-2-3,3,4,0,0.0,1.0,4.2,0.0,0.0,0.0,0.0,7.2,1.0,0,1.0,0.95454294507871,0.62160664845266,0.33293629662605,1,3,1.0,0.98809523809524,0.25995235559513,0.0,7.0-r1,heldout
7.0-p2,wheeled_robot,progressive_history_reset,282,0-1-2-3,3,4,0,0.0,0.0,4.2,0.0,0.0,0.88888888888889,1.0,0.8,0.16666666666667,1,1.0,0.9541746436136,0.61684746794165,0.33732717567195,2,5,0.0,0.98214285714286,0.79217396130601,0.8406471010466,7.0-r1,heldout
7.0-p2,drone,progressive_persistent,282,0-1-2-3,3,4,0,0.68253968253968,0.13333333333333,1.6,3.33333333333333,1.0,0.88888888888889,1.0,0.8,0.16666666666667,1,1.0,0.9554348783418,0.6174102068242,0.3380246715176,2,3,1.0,0.99404761904762,0.79225766080749,0.8406471010466,7.0-r1,heldout
7.0-p2,drone,progressive_no_persistent_self,282,0-1-2-3,3,4,0,0.0,1.0,4.2,0.0,0.0,0.0,0.0,7.2,1.0,0,1.0,0.95410057524542,0.62076143862256,0.33333913662286,1,3,1.0,0.98809523809524,0.26000069639474,0.0,7.0-r1,heldout
7.0-p2,drone,progressive_history_reset,282,0-1-2-3,3,4,0,0.0,0.0,4.2,0.0,0.0,0.88888888888889,1.0,0.8,0.16666666666667,1,1.0,0.95435827446981,0.61618929909632,0.3381689753735,2,5,0.0,0.98214285714286,0.7922749772702,0.8406471010466,7.0-r1,heldout
7.0-p2,virtual_avatar,progressive_persistent,282,0-1-2-3,3,4,0,0.71428571428571,0.4,1.33333333333333,2.33333333333333,1.0,0.19444444444444,0.0,7.2,0.0,14,1.0,0.94317668434149,0.61493903230765,0.32823765203385,2,4,0.0,0.98809523809524,0.49584685157739,0.34722222222222,7.0-r1,heldout
7.0-p2,virtual_avatar,progressive_no_persistent_self,282,0-1-2-3,3,4,0,0.0,1.0,4.2,0.0,0.0,0.0,0.0,7.2,1.0,0,1.0,0.95432528550563,0.62269156294133,0.3316337225643,1,3,0.0,0.98809523809524,0.25979604670772,0.0,7.0-r1,heldout
7.0-p2,virtual_avatar,progressive_history_reset,282,0-1-2-3,3,4,0,0.0,0.0,4.2,0.0,0.0,0.19444444444444,0.0,7.2,0.16666666666667,14,1.0,0.94477176385639,0.56498358671368,0.37978817714271,2,5,0.0,0.98214285714286,0.46869958125712,0.30555555555556,7.0-r1,heldout
