protocol_version,profile,condition,seed,schedule,training_transition_count,training_transition_retention,training_transition_lure_error,training_transition_recovery_latency,stage_identity_chain_score,final_identity_retention,final_identity_recovered,final_identity_recovery_latency,final_old_signature_clone_capture,final_self_role_accuracy,final_self_posterior,final_clone_self_posterior,final_self_posterior_margin,final_identity_fragmentation,whole_run_self_fragmentation,initial_identity_retained_at_end,self_role_accuracy_all_stages,identity_continuity_score
7.0-p1,wheeled_robot,progressive_history_reset,253,0-1-2-3,3,0.33333333333333,0.33333333333333,3.2,0.33333333333333,1.0,1.0,0.0,0.0,1.0,0.96061101828647,0.05528277780226,0.90532824048421,1,3,0.0,1.0,1.0
7.0-p1,wheeled_robot,progressive_no_persistent_self,253,0-1-2-3,3,0.0,1.0,4.8,0.0,0.0,0.0,6.4,1.0,0.984375,0.95764497728787,0.17819473422298,0.77945024306489,1,2,1.0,0.98958333333333,0.0
7.0-p1,drone,progressive_persistent,253,0-1-2-3,3,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.99281355190262,0.04025389870451,0.95255965319811,1,1,1.0,1.0,1.0
7.0-p1,drone,final_from_start,253,3-3-3-3,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.99285736746638,0.05532967263716,0.93752769482921,1,3,0.0,1.0,1.0
7.0-p1,drone,reverse_curriculum,253,3-2-1-0,3,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.99313296800179,0.04012732956489,0.9530056384369,1,1,1.0,1.0,1.0
7.0-p1,drone,random_curriculum,253,0-1-3-2,3,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.99298683067649,0.04121625127766,0.95177057939883,1,1,1.0,1.0,1.0
7.0-p1,drone,progressive_history_reset,253,0-1-2-3,3,0.33333333333333,0.33333333333333,3.2,0.33333333333333,1.0,1.0,0.0,0.0,1.0,0.95801210710305,0.05544536525774,0.9025667418453,1,3,0.0,1.0,1.0
7.0-p1,drone,progressive_no_persistent_self,253,0-1-2-3,3,0.0,1.0,4.8,0.0,0.0,0.0,6.4,1.0,0.984375,0.95460823266081,0.17558918832912,0.77901904433169,1,3,1.0,0.99479166666667,0.0
7.0-p1,virtual_avatar,progressive_persistent,253,0-1-2-3,3,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.99485057593245,0.04041984600977,0.95443072992268,1,1,1.0,1.0,1.0
7.0-p1,virtual_avatar,final_from_start,253,3-3-3-3,0,1.0,0.0,0.0,0.0,0.0,0.0,6.4,1.0,1.0,0.99485203361593,0.18070099728008,0.81415103633585,1,3,0.0,1.0,0.0
7.0-p1,virtual_avatar,reverse_curriculum,253,3-2-1-0,3,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.99505433445009,0.04016287354314,0.95489146090696,1,1,1.0,1.0,1.0
7.0-p1,virtual_avatar,random_curriculum,253,0-1-3-2,3,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.99496774868648,0.0404220961467,0.95454565253979,1,1,1.0,1.0,1.0
7.0-p1,virtual_avatar,progressive_history_reset,253,0-1-2-3,3,0.0,0.0,4.8,0.0,0.0,0.0,6.4,1.0,1.0,0.96274875015308,0.05546304108461,0.90728570906847,1,3,0.0,1.0,0.0
7.0-p1,virtual_avatar,progressive_no_persistent_self,253,0-1-2-3,3,0.0,1.0,4.8,0.0,0.0,0.0,6.4,1.0,0.984375,0.95995477695628,0.18042443354369,0.77953034341259,1,3,1.0,0.99479166666667,0.0
7.0-p1,ground_creature,progressive_persistent,254,0-1-2-3,3,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.9945281342057,0.04036736058958,0.95416077361613,1,1,1.0,1.0,1.0
7.0-p1,ground_creature,final_from_start,254,3-3-3-3,0,1.0,0.0,0.0,0.0,0.0,0.0,6.4,0.04545454545455,1.0,0.37600203165168,0.08301447347325,0.29298755817843,64,67,0.0,1.0,0.23863636363636
7.0-p1,ground_creature,reverse_curriculum,254,3-2-1-0,3,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.99478800238689,0.04024292416331,0.95454507822359,1,1,1.0,1.0,1.0
7.0-p1,ground_creature,random_curriculum,254,1-0-2-3,3,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.99451452850818,0.04014189029514,0.95437263821304,1,1,1.0,1.0,1.0
7.0-p1,ground_creature,progressive_history_reset,254,0-1-2-3,3,0.0,0.66666666666667,4.8,0.0,0.0,0.0,6.4,0.0,1.0,0.96198157383547,0.05553979539173,0.90644177844374,1,3,0.0,1.0,0.25
7.0-p1,ground_creature,progressive_no_persistent_self,254,0-1-2-3,3,0.0,1.0,4.8,0.0,1.0,1.0,0.0,0.0,1.0,0.99450905115095,0.04596196439029,0.94854708676066,1,3,0.0,0.99479166666667,1.0
7.0-p1,wheeled_robot,progressive_persistent,254,0-1-2-3,3,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.99392587602345,0.04012376229534,0.95380211372811,1,1,1.0,1.0,1.0
7.0-p1,wheeled_robot,final_from_start,254,3-3-3-3,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.99394363758396,0.05536915303557,0.93857448454839,1,3,0.0,1.0,1.0
7.0-p1,wheeled_robot,reverse_curriculum,254,3-2-1-0,3,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.9942056598521,0.04025284780086,0.95395281205124,1,1,1.0,1.0,1.0
7.0-p1,wheeled_robot,random_curriculum,254,1-0-2-3,3,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.99393289256861,0.04012040277379,0.95381248979482,1,1,1.0,1.0,1.0
7.0-p1,wheeled_robot,progressive_history_reset,254,0-1-2-3,3,0.0,0.0,4.8,0.0,0.0,0.0,6.4,0.0,1.0,0.96035481802212,0.05531071305694,0.90504410496518,1,3,0.0,1.0,0.25
7.0-p1,wheeled_robot,progressive_no_persistent_self,254,0-1-2-3,3,0.0,1.0,4.8,0.0,1.0,1.0,0.0,0.0,1.0,0.9939253606052,0.04597539057146,0.94794997003374,1,3,0.0,0.99479166666667,1.0
7.0-p1,drone,progressive_persistent,254,0-1-2-3,3,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.99282289087329,0.0403651498687,0.95245774100459,1,1,1.0,1.0,1.0
7.0-p1,drone,final_from_start,254,3-3-3-3,0,1.0,0.0,0.0,0.0,0.0,0.0,6.4,1.0,1.0,0.99281610080892,0.17580119117246,0.81701490963647,1,3,0.0,1.0,0.0
7.0-p1,drone,reverse_curriculum,254,3-2-1-0,3,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.99312790031354,0.04013818871591,0.95298971159763,1,1,1.0,1.0,1.0
7.0-p1,drone,random_curriculum,254,1-0-2-3,3,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.99285087624156,0.04032862928232,0.95252224695924,1,1,1.0,1.0,1.0
7.0-p1,drone,progressive_history_reset,254,0-1-2-3,3,0.33333333333333,0.0,3.2,0.33333333333333,0.0,0.0,6.4,0.0,1.0,0.95794781967425,0.05562764740083,0.90232017227342,1,3,0.0,1.0,0.25
7.0-p1,drone,progressive_no_persistent_self,254,0-1-2-3,3,0.0,1.0,4.8,0.0,0.0,0.0,6.4,1.0,1.0,0.95797993450084,0.17585562772269,0.78212430677815,1,4,0.0,0.99479166666667,0.0
7.0-p1,virtual_avatar,progressive_persistent,254,0-1-2-3,3,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.99487384155101,0.04016572630111,0.9547081152499,1,1,1.0,1.0,1.0
7.0-p1,virtual_avatar,final_from_start,254,3-3-3-3,0,1.0,0.0,0.0,0.0,0.0,0.0,6.4,1.0,1.0,0.99485045879816,0.18084376845094,0.81400669034723,1,3,0.0,1.0,0.0
7.0-p1,virtual_avatar,reverse_curriculum,254,3-2-1-0,3,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.99502613869808,0.04011540781346,0.95491073088462,1,1,1.0,1.0,1.0
7.0-p1,virtual_avatar,random_curriculum,254,1-0-2-3,3,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.99486184512142,0.04022346023354,0.95463838488788,1,1,1.0,1.0,1.0
7.0-p1,virtual_avatar,progressive_history_reset,254,0-1-2-3,3,0.0,0.0,4.8,0.0,0.0,0.0,6.4,0.0,1.0,0.9626049056253,0.05553725115416,0.90706765447114,1,3,1.0,1.0,0.25
7.0-p1,virtual_avatar,progressive_no_persistent_self,254,0-1-2-3,3,0.0,1.0,4.8,0.0,1.0,1.0,0.0,0.0,1.0,0.99483538248041,0.04618334080872,0.9486520416717,1,4,0.0,1.0,1.0
7.0-p1,ground_creature,progressive_persistent,255,0-1-2-3,3,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.9945264356341,0.04000570502646,0.95452073060763,1,1,1.0,1.0,1.0
7.0-p1,ground_creature,final_from_start,255,3-3-3-3,0,1.0,0.0,0.0,0.0,0.0,0.0,6.4,1.0,1.0,0.37586048044285,0.17965919877022,0.19620128167263,64,67,0.0,1.0,0.0
7.0-p1,ground_creature,reverse_curriculum,255,3-2-1-0,3,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.99475239687372,0.0402070096792,0.95454538719451,1,1,1.0,1.0,1.0
7.0-p1,ground_creature,random_curriculum,255,0-2-3-1,3,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.99471475665487,0.04032151394523,0.95439324270963,1,1,1.0,1.0,1.0
7.0-p1,ground_creature,progressive_history_reset,255,0-1-2-3,3,0.0,0.0,4.8,0.0,0.0,0.0,6.4,0.0,1.0,0.96170046482162,0.05548437906263,0.90621608575899,1,4,0.0,1.0,0.25
7.0-p1,ground_creature,progressive_no_persistent_self,255,0-1-2-3,3,0.0,1.0,4.8,0.0,0.0,0.0,6.4,1.0,0.984375,0.95900101794932,0.18000262481302,0.7789983931363,1,4,0.0,1.0,0.0
7.0-p1,wheeled_robot,progressive_persistent,255,0-1-2-3,3,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.99396144041865,0.05530695681204,0.9386544836066,1,1,1.0,1.0,1.0
7.0-p1,wheeled_robot,final_from_start,255,3-3-3-3,0,1.0,0.0,0.0,0.0,0.0,0.0,6.4,1.0,1.0,0.99390068102212,0.17812726438629,0.81577341663583,1,4,0.0,1.0,0.0
7.0-p1,wheeled_robot,reverse_curriculum,255,3-2-1-0,3,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.99419780583667,0.05549764582817,0.9387001600085,1,1,1.0,1.0,1.0
7.0-p1,wheeled_robot,random_curriculum,255,0-2-3-1,3,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.99411659548588,0.05567990101473,0.93843669447115,1,1,1.0,1.0,1.0
7.0-p1,wheeled_robot,progressive_history_reset,255,0-1-2-3,3,0.33333333333333,0.0,3.2,0.33333333333333,0.0,0.0,6.4,0.0,1.0,0.96021186980882,0.05555212022456,0.90465974958426,1,4,0.0,1.0,0.25
7.0-p1,wheeled_robot,progressive_no_persistent_self,255,0-1-2-3,3,0.0,1.0,4.8,0.0,1.0,1.0,0.0,0.0,1.0,0.99388743181462,0.04579287295272,0.9480945588619,1,2,0.0,0.98958333333333,1.0
7.0-p1,drone,progressive_persistent,255,0-1-2-3,3,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.99282460205942,0.04023985603548,0.95258474602394,1,1,1.0,1.0,1.0
7.0-p1,drone,final_from_start,255,3-3-3-3,0,1.0,0.0,0.0,0.0,0.0,0.0,6.4,1.0,1.0,0.99279685035068,0.17562593360208,0.81717091674861,1,3,0.0,1.0,0.0
7.0-p1,drone,reverse_curriculum,255,3-2-1-0,3,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.99313711575918,0.04009984168678,0.9530372740724,1,1,1.0,1.0,1.0
7.0-p1,drone,random_curriculum,255,0-2-3-1,3,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.99308001774097,0.04009812739159,0.95298189034939,1,1,1.0,1.0,1.0
7.0-p1,drone,progressive_history_reset,255,0-1-2-3,3,0.0,0.66666666666667,4.8,0.0,0.0,0.0,6.4,1.0,1.0,0.95774920962723,0.05539748816837,0.90235172145886,1,3,0.0,1.0,0.0
7.0-p1,drone,progressive_no_persistent_self,255,0-1-2-3,3,0.0,1.0,4.8,0.0,1.0,1.0,0.0,0.0,1.0,0.99282742437502,0.04582599007222,0.9470014343028,1,4,0.0,1.0,1.0
7.0-p1,virtual_avatar,progressive_persistent,255,0-1-2-3,3,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.99484103095821,0.05538598959387,0.93945504136434,1,1,1.0,1.0,1.0
7.0-p1,virtual_avatar,final_from_start,255,3-3-3-3,0,1.0,0.0,0.0,0.0,0.0,0.0,6.4,1.0,1.0,0.99487090332645,0.1809404914562,0.81393041187026,1,2,1.0,1.0,0.0
7.0-p1,virtual_avatar,reverse_curriculum,255,3-2-1-0,3,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.99505361406886,0.0552611607098,0.93979245335906,1,1,1.0,1.0,1.0
7.0-p1,virtual_avatar,random_curriculum,255,0-2-3-1,3,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.99502289277307,0.05544831903256,0.93957457374051,1,1,1.0,1.0,1.0
7.0-p1,virtual_avatar,progressive_history_reset,255,0-1-2-3,3,0.33333333333333,0.33333333333333,3.2,0.33333333333333,1.0,1.0,0.0,0.0,1.0,0.96255759505262,0.05550703963641,0.9070505554162,1,3,0.0,1.0,1.0
7.0-p1,virtual_avatar,progressive_no_persistent_self,255,0-1-2-3,3,0.33333333333333,0.66666666666667,3.2,0.33333333333333,0.0,0.0,6.4,1.0,1.0,0.96247187996343,0.18069265525076,0.78177922471267,1,3,0.0,0.99479166666667,0.0
7.0-p1,ground_creature,progressive_persistent,256,0-1-2-3,3,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.99453154656111,0.05543544473516,0.93909610182595,1,1,1.0,1.0,1.0
7.0-p1,ground_creature,final_from_start,256,3-3-3-3,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.99449185760419,0.18049325404773,0.81399860355647,1,4,0.0,1.0,1.0
7.0-p1,ground_creature,reverse_curriculum,256,3-2-1-0,3,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.99474877395796,0.05528227086745,0.93946650309052,1,1,1.0,1.0,1.0
7.0-p1,ground_creature,random_curriculum,256,1-0-3-2,3,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.99464327303726,0.04022959849641,0.95441367454085,1,1,1.0,1.0,1.0
7.0-p1,ground_creature,progressive_history_reset,256,0-1-2-3,3,0.33333333333333,0.0,3.2,0.33333333333333,0.0,0.0,6.4,0.0,1.0,0.96147692723445,0.05536484886457,0.90611207836989,1,4,0.0,1.0,0.25
7.0-p1,ground_creature,progressive_no_persistent_self,256,0-1-2-3,3,0.0,1.0,4.8,0.0,0.0,0.0,6.4,1.0,1.0,0.96150049587229,0.18004769849001,0.78145279738228,1,3,0.0,0.98958333333333,0.0
7.0-p1,wheeled_robot,progressive_persistent,256,0-1-2-3,3,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.99390760275903,0.05542471392208,0.93848288883695,1,1,1.0,1.0,1.0
7.0-p1,wheeled_robot,final_from_start,256,3-3-3-3,0,1.0,0.0,0.0,0.0,0.0,0.0,6.4,1.0,1.0,0.37288360966855,0.17838471267306,0.19449889699549,64,68,0.0,1.0,0.0
7.0-p1,wheeled_robot,reverse_curriculum,256,3-2-1-0,3,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.99421307507483,0.05548631227949,0.93872676279534,1,1,1.0,1.0,1.0
7.0-p1,wheeled_robot,random_curriculum,256,1-0-3-2,3,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.9940490342255,0.04008026540402,0.95396876882149,1,1,1.0,1.0,1.0
7.0-p1,wheeled_robot,progressive_history_reset,256,0-1-2-3,3,0.66666666666667,0.0,1.6,0.66666666666667,1.0,1.0,0.0,0.0,1.0,0.96008223528983,0.05527113840269,0.90481109688713,1,2,0.0,1.0,1.0
7.0-p1,wheeled_robot,progressive_no_persistent_self,256,0-1-2-3,3,0.0,1.0,4.8,0.0,0.0,0.0,6.4,1.0,0.984375,0.95692009698595,0.17856796424218,0.77835213274377,1,2,1.0,0.98958333333333,0.0
7.0-p1,drone,progressive_persistent,256,0-1-2-3,3,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.99286060417609,0.04019960903732,0.95266099513877,1,1,1.0,1.0,1.0
7.0-p1,drone,final_from_start,256,3-3-3-3,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.99284153325841,0.17640968583867,0.81643184741974,1,3,0.0,1.0,1.0
7.0-p1,drone,reverse_curriculum,256,3-2-1-0,3,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.99313841662053,0.0401786679752,0.95295974864533,1,1,1.0,1.0,1.0
7.0-p1,drone,random_curriculum,256,1-0-3-2,3,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.99295149213985,0.04034855578262,0.95260293635723,1,1,1.0,1.0,1.0
7.0-p1,drone,progressive_history_reset,256,0-1-2-3,3,0.66666666666667,0.33333333333333,1.6,0.66666666666667,0.0,0.0,6.4,0.0,1.0,0.95769616833613,0.05547574313295,0.90222042520318,1,3,0.0,1.0,0.25
7.0-p1,drone,progressive_no_persistent_self,256,0-1-2-3,3,0.0,1.0,4.8,0.0,0.0,0.0,6.4,1.0,0.984375,0.95417028962141,0.17593033992786,0.77823994969355,1,4,0.0,1.0,0.0
7.0-p1,virtual_avatar,progressive_persistent,256,0-1-2-3,3,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.99485414740633,0.04034147820992,0.95451266919641,1,1,1.0,1.0,1.0
7.0-p1,virtual_avatar,final_from_start,256,3-3-3-3,0,1.0,0.0,0.0,0.0,0.0,0.0,6.4,1.0,1.0,0.377789638971,0.1807035018913,0.1970861370797,64,67,0.0,1.0,0.0
7.0-p1,virtual_avatar,reverse_curriculum,256,3-2-1-0,3,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.99502779469554,0.04008262531589,0.95494516937965,1,1,1.0,1.0,1.0
7.0-p1,virtual_avatar,random_curriculum,256,1-0-3-2,3,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.99494384987011,0.04007765095345,0.95486619891666,1,1,1.0,1.0,1.0
