seed,profile,condition,protocol,frame,epoch,stage,morphology_level,true_key,lure_key,pre_final_key,true_self_p,lure_self_p,lure_present,change_point
261,ground_creature,progressive_persistent,matched_diagnostic,48,0,1,1,0:2,0:4,,0.99035198734763,0.9381013271716,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,49,0,1,1,0:2,0:4,,0.99150673181276,0.93862415642202,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,50,0,1,1,0:2,0:4,,0.99077034419715,0.93961319774266,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,51,0,1,1,0:2,0:4,,0.98954612437203,0.94027196141309,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,52,0,1,1,0:2,0:4,,0.98868840994085,0.94076773370713,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,53,0,1,1,0:2,0:4,,0.98781433299133,0.93904579415346,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,54,0,1,1,0:2,0:4,,0.98724376824821,0.93816685129148,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,55,0,1,1,0:2,0:4,,0.98692826510201,0.93765221554062,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,56,0,1,1,0:2,0:4,,0.98680647532362,0.93740225027915,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,57,0,1,1,0:2,0:4,,0.98862445631983,0.9360458377643,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,58,0,1,1,0:2,0:4,,0.98772217688781,0.93688835213534,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,59,0,1,1,0:2,0:4,,0.98629217361709,0.93671625382456,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,60,0,1,1,0:2,0:4,,0.98556021870022,0.93578491483645,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,61,0,1,1,0:2,0:4,,0.98523281175097,0.93670132337686,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,62,0,1,1,0:2,,,0.98465112296774,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,63,0,1,1,0:2,,,0.98451817893111,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,64,0,1,1,0:2,,,0.98437979863069,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,65,0,1,1,0:2,,,0.98666910820202,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,66,0,1,1,0:2,,,0.9885436931393,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,67,0,1,1,0:2,,,0.98973066517104,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,68,0,1,1,0:2,,,0.99070090898682,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,69,0,1,1,0:2,,,0.99164662492412,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,70,0,1,1,0:2,,,0.99240191061732,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,71,0,1,1,0:2,,,0.99296489382072,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,72,0,1,1,0:2,,,0.99344974656326,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,73,0,1,1,0:2,,,0.99387619344051,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,74,0,1,1,0:2,,,0.99417215532986,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,75,0,1,1,0:2,,,0.99444409400946,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,76,0,1,1,0:2,,,0.9946598333637,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,77,0,1,1,0:2,,,0.99491842905919,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,78,0,1,1,0:2,,,0.99510430253386,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,79,0,1,1,0:2,,,0.99523941113594,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,80,0,1,1,0:2,,,0.99531519722862,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,81,0,1,1,0:2,,,0.99555448918996,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,82,0,1,1,0:2,,,0.99558507500013,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,83,0,1,1,0:2,,,0.99564588894447,0.0,0,0
